OPEID - Price,OPEID - 300,Name,NetPrice,DefRate,Program Length,College Type,Defaults,Loans
714200,7142,Lyles Fresno College of Beauty,16521,6,3,3,4,66
2343800,23438,Montgomery Beauty School,15147,5.1,3,3,4,77
4162502,41625,Hollywood Institute of Beauty Careers-West Palm Beach,20620,20.5,3,3,112,544
3030609,30306,Utah College of Massage Therapy-Houston,20624,20.4,3,3,397,1944
2495500,24955,All-State Career School-Lester,15080,21.9,5,3,145,660
4145800,41458,Pulse Beauty Academy-A Paul Mitchell Partner School,16967,10.6,3,3,11,103
3964400,39644,International School of Beauty Inc,12375,24.8,3,3,35,141
4162500,41625,Hollywood Institute of Beauty Careers,22272,20.5,3,3,112,544
4147700,41477,Lake Lanier School of Massage,21273,22,3,3,22,100
4138700,41387,Paul Mitchell the School-Pasadena,17392,13.6,3,3,15,110
4153300,41533,Paul Mitchell the School-Columbus,17168,5.8,3,3,7,119
3098700,30987,Milan Institute-Palm Desert,18710,17.4,3,3,64,366
1288000,12880,Celebrity Stylist Beauty School,15683,n/a,3,3,n/a,n/a
3706300,37063,American Institute-Margate,14151,12.7,3,3,26,204
3030608,30306,Utah College of Massage Therapy-Dallas,20460,20.4,3,3,397,1944
2533600,25336,Ross Medical Education Center-Lansing,19866,22.9,5,3,175,764
2497300,24973,Milan Institute-Visalia,20666,13.7,3,3,80,583
4182100,41821,First Class Cosmetology School,22864,34.9,3,3,22,63
2297701,22977,Automeca Technical College-Caguas,5820,18.4,3,3,77,417
2287800,22878,National Tractor Trailer School Inc-Liverpool,14406,13.1,2,3,57,433
2285000,22850,Paul Mitchell the School-Huntsville,13870,10.4,3,3,10,96
2520400,25204,Adrian's College of Beauty Turlock,13838,8.8,3,3,8,90
4188300,41883,Florida Academy,11164,11.9,3,3,11,92
1148100,11481,Divers Institute of Technology,35529,18.3,3,3,35,191
4082300,40823,Professional Career Training Institute,28339,15.6,3,3,15,96
3874301,38743,Cambridge Junior College-Woodland,22920,0.6,3,3,1,147
1260612,12606,Empire Beauty School-Milwaukee,15718,14.1,3,3,242,1707
3490303,34903,Paul Mitchell the School-Escanaba,16872,11.6,3,3,40,344
3018500,30185,Bene's Career Academy,19768,6.7,3,3,15,222
2575401,25754,International Culinary Center-California,46080,14,3,3,21,149
3124000,31240,Northwestern Technological Institute,31110,6,3,3,20,330
3837300,38373,Aveda Fredric's Institute-Cincinnati,17644,2.8,3,3,3,107
3030605,30306,Utah College of Massage Therapy-Phoenix,21719,20.4,3,3,397,1944
3010400,30104,Crescent City Bartending School,15031,9.3,3,3,51,544
2241805,22418,American Career College-Long Beach,23073,5.9,5,3,175,2960
3108100,31081,Summit College,23547,21.4,3,3,156,728
3789302,37893,Unitech Training Academy-Houma,23135,18.7,4,3,228,1213
2148200,21482,Fashion Focus Hair Academy,17840,6.4,3,3,2,31
4192700,41927,The Barber School,15500,18,3,3,11,61
2582700,25827,Cortiva Institute-Tucson,18895,14.7,3,3,31,210
3433500,34335,Lia Schorr Institute of Cosmetic Skin Care Training,7005,23.9,2,3,23,96
4072300,40723,Aveda Institute-Provo,17097,4.9,4,3,5,101
4183300,41833,Abcott Institute,17519,23,3,3,39,169
1186600,11866,Lu Ross Academy,17475,11.4,3,3,21,183
4137801,41378,Aveda Institute-Los Angeles,18227,14.6,3,3,48,327
3646300,36463,Design's School of Cosmetology,10099,21.6,3,3,24,111
2341002,23410,Fortis College-Montgomery,26453,22.2,5,3,271,1218
2533601,25336,Ross Medical Education Center-Kentwood,19988,22.9,5,3,175,764
1260600,12606,Empire Beauty School-Pottsville,14319,14.1,3,3,242,1707
2079400,20794,Empire Beauty School-Framingham,16117,13.2,3,3,239,1803
2180109,21801,Ross Medical Education Center-Morgantown,19550,22.1,5,3,166,748
3776300,37763,Auguste Escoffier School of Culinary Arts-Boulder,20264,9.5,5,3,25,261
2181600,21816,Rob Roy Academy-Worcester,17176,17.3,3,3,22,127
4175200,41752,Paul Mitchell the School-East Bay,16266,8.1,3,3,13,159
4141100,41411,French Academy of Cosmetology,19802,16.3,3,3,8,49
956700,9567,Tennessee School of Beauty of Knoxville Inc,11716,1,3,3,1,94
2543400,25434,Brownson Technical School,24307,3,3,3,4,132
1246108,12461,Lincoln Technical Institute-Brockton,16426,8.7,5,3,538,6130
4189800,41898,Academy for Salon Professionals,9534,11.3,3,3,6,53
2182200,21822,New School of Radio and Television,9183,32,3,3,25,78
2267100,22671,Exposito School of Hair Design,12479,4.3,3,3,4,91
2079405,20794,Empire Beauty School-Vernon Hills,14246,13.2,3,3,239,1803
3759300,37593,Computer Tutor Business and Technical Institute,12660,6.8,2,3,4,58
1179903,11799,Paul Mitchell the School-Greenville,12925,6.8,3,3,28,408
3714300,37143,Trend Barber College,12224,17.4,3,3,18,103
989900,9899,Lowell Academy Hairstyling Institute,17664,10.8,3,3,5,46
4218400,42184,City Pointe Beauty Academy,10598,5.2,3,3,2,38
2559300,25593,United Education Institute-Huntington Park Campus,24540,14.3,3,3,350,2440
2285901,22859,University of Cosmetology Arts & Sciences-Harlingen,14535,11.3,3,3,33,292
3997300,39973,Arkansas Beauty College,8471,5.8,3,3,2,34
2097300,20973,Hastings Beauty School,14082,3,7,3,1,33
928401,9284,Brittany Beauty School,19929,10.1,3,3,25,246
2326000,23260,University of Cosmetology Arts & Sciences-San Antonio Perrin,10150,5.8,3,3,3,51
1209202,12092,Kenneth Shuler School of Cosmetology-Greenville,15202,5.8,3,3,13,222
961803,9618,Tulsa Welding School-Jacksonville,22881,11.6,5,3,232,1997
2569600,25696,Searcy Beauty College,18145,10.5,3,3,4,38
2531804,25318,Paul Mitchell the School-San Diego,18374,9.1,4,3,88,957
3294308,32943,Blue Cliff College-Fayetteville,23291,17.1,5,3,394,2302
2559312,25593,United Education Institute-Anaheim,25905,14.3,3,3,350,2440
3293300,32933,Strand College of Hair Design,11704,0,3,3,0,42
4217800,42178,Boca Beauty Academy,18250,17.2,3,3,15,87
3368301,33683,Delta Technical College,25157,15,4,3,376,2499
4157100,41571,Aerosim Flight Academy,97692,10.5,2,3,6,57
2356600,23566,Charleston Cosmetology Institute,16531,6.9,3,3,5,72
2339700,23397,Ross Medical Education Center-Brighton,16453,23.1,5,3,3871,16744
4151500,41515,American Academy of Cosmetology,15674,9.1,3,3,8,87
2099703,20997,Ross Medical Education Center-Roosevelt Park,19090,24.4,5,3,297,1217
4174200,41742,All Beauty College,9510,9.6,3,3,9,93
3113300,31133,UEI College-Fresno,28269,16.7,3,3,167,996
4104300,41043,Academy Di Capelli-School of Cosmetology,12443,8.3,3,3,4,48
2178900,21789,Jolie Hair and Beauty Academy-Hazleton,14721,18.5,3,3,46,248
3611400,36114,Florida Barber Academy,19051,29.2,3,3,60,205
2297700,22977,Automeca Technical College-Bayamon,5924,18.4,3,3,77,417
2497309,24973,Milan Institute-Sparks,21565,13.7,3,3,80,583
2289700,22897,Jolie Hair and Beauty Academy-Wilkes-Barre,14815,19.7,3,3,48,243
4145900,41459,Celebrity School of Beauty,22787,12.5,3,3,12,96
2257400,22574,Arnolds Beauty School,16318,9.5,3,3,8,84
2530704,25307,Sebring Career Schools-Huntsville,14110,27.1,3,3,19,70
2099701,20997,Ross Medical Education Center-Saginaw,19216,24.4,5,3,297,1217
2248210,22482,Milan Institute of Cosmetology-La Quinta,16104,21.2,3,3,317,1495
947500,9475,Educators of Beauty College of Cosmetology-La Salle,9771,3.4,3,3,3,88
3096200,30962,Charles Stuart School of Diamond Setting,25643,5.8,3,3,2,34
2529500,25295,Hamrick School,14272,32.1,2,3,44,137
4037500,40375,Academy of Hair Design-Springfield,10597,4.3,3,3,4,91
2531802,25318,Paul Mitchell the School-Rhode Island,17586,9.1,4,3,88,957
4215300,42153,Cosmo Factory Cosmetology Academy,16120,35.4,3,3,11,31
4184000,41840,Paul Mitchell the School-Indianapolis,17412,16.5,3,3,17,103
3097801,30978,Carsten Institute of Cosmetology,14533,16.6,3,3,21,126
2202400,22024,Professional Cosmetology Education Center,7225,6.2,3,3,2,32
4121100,41211,Elevate Salon Institute,26774,12.1,3,3,14,115
3113301,31133,UEI College-Bakersfield,26801,16.7,3,3,167,996
893900,8939,Cannella School of Hair Design-Blue Island,5189,5.5,3,3,2,36
3536300,35363,Institute for Therapeutic Massage,24790,14.8,3,3,16,108
4006300,40063,Nuvo College of Cosmetology,8021,13.9,3,3,6,43
2341104,23411,Kenneth Shuler School of Cosmetology-Columbia,16688,4.8,3,3,12,249
864501,8645,Empire Beauty School-Hooksett,11887,6.9,3,3,10,143
4089400,40894,CCI Training Center-Arlington,12734,10.6,3,3,12,113
4170300,41703,Beauty Academy of South Florida,22745,21.8,3,3,30,137
2149900,21499,Paul Mitchell the School-Jacksonville,16807,7.5,3,3,22,290
4167800,41678,Innovations Design Academy,9206,15,3,3,6,40
966408,9664,Empire Beauty School-Lancaster,15036,12.5,3,3,206,1647
2542300,25423,National Holistic Institute,24426,10.6,3,3,61,575
4184700,41847,Protege Academy,10177,18,3,3,11,61
3543300,35433,Harris School of Business-Wilmington Campus,18685,31.2,3,3,117,374
3422301,34223,Milan Institute-Clovis,17494,17.8,5,3,303,1695
3426301,34263,The College of Health Care Professions-Dallas,26190,14.4,5,3,38,263
730303,7303,Lincoln Technical Institute-Shelton,19168,10.7,5,3,1207,11209
3720300,37203,Carlson College of Massage Therapy,11788,8.6,2,3,8,92
966405,9664,Empire Beauty School-Monroeville,14407,12.5,3,3,206,1647
4216500,42165,Rizzieri Institute,9915,12.1,2,3,4,33
3017800,30178,Travel Institute of the Pacific,24545,24,3,3,12,50
2255400,22554,Toni & Guy Hairdressing Academy-Santa Monica,16713,4.4,3,3,10,225
1293200,12932,Tint School of Makeup and Cosmetology-Irving,11548,11.1,3,3,11,99
4092400,40924,Make-up Designory,26901,5.6,2,3,14,250
4165300,41653,Paul Mitchell the School-Milwaukee,15850,16.4,3,3,15,91
3089100,30891,Georgia Institute of Cosmetology,14213,17.7,3,3,34,192
2256200,22562,Broken Arrow Beauty College-Broken Arrow,12356,10.8,3,3,16,148
945912,9459,Empire Beauty School-Spring Lake Park,11777,14.2,3,3,267,1875
4165800,41658,The Salon Professional Academy-Lewisville,13810,16.9,3,3,12,71
3429301,34293,Seacoast Career School-Manchester Campus,21685,15.3,3,3,69,449
2126500,21265,Enid Beauty College,18886,0,3,3,0,32
4156000,41560,Academy of Cosmetology and Esthetics NYC,20259,9.2,3,3,7,76
757304,7573,The Hair Design School-E Greensboro,13342,15.3,4,3,268,1749
4185600,41856,Medical Allied Career Center,26344,16.2,3,3,6,37
2184200,21842,Paroba College of Cosmetology,15699,9.1,3,3,8,87
2255402,22554,International School of Cosmetology-Toni & Guy Hairdressing Academy,14190,4.4,3,3,10,225
2591600,25916,North-West College-Pasadena,23468,3.4,3,3,5,147
4137800,41378,Aveda Institute-Columbus,18065,14.6,3,3,48,327
4060300,40603,American Institute of Medical Technology,9712,12.5,4,3,5,40
3789303,37893,Unitech Training Academy-Alexandria,23630,18.7,4,3,228,1213
2238100,22381,Minnesota School of Cosmetology-Woodbury Campus,15007,17.5,3,3,29,165
2173210,21732,The Hair Design School-Charlotte,12840,13.6,4,3,217,1593
3422308,34223,Milan Institute-Merced,16673,17.8,5,3,303,1695
4162503,41625,Hollywood Institute of Beauty Careers-Casselberry,20979,20.5,3,3,112,544
4190500,41905,New York School of Esthetics & Day Spa,13362,6.6,2,3,3,45
469207,4692,Dorsey Business Schools-Waterford Pontiac,25590,23.3,3,3,556,2382
2339704,23397,Ross Medical Education Center-Ontario,18835,23.1,5,3,3871,16744
2616100,26161,Jean Madeline Aveda Institute,16496,17.1,3,3,37,216
739100,7391,Beauty School of Middletown,16747,5.1,3,3,3,58
4174201,41742,All Beauty College,9926,9.6,3,3,9,93
4205800,42058,SAE Institute of Technology-Los Angeles,32548,19.2,5,3,39,203
4137500,41375,Tricoci University of Beauty Culture-Chicago NW,15870,9.7,3,3,13,134
4135000,41350,Cozmo Beauty School,14774,0,3,3,0,33
1085800,10858,Avalon School of Cosmetology-Mesa,12975,18.8,3,3,115,609
456000,4560,Gem City College,10766,11.7,3,3,10,85
4145400,41454,Oxford Academy of Hair Design Inc,11612,20,3,3,11,55
966411,9664,Empire Beauty School-Shamokin Dam,14030,12.5,3,3,206,1647
4157200,41572,Love Beauty School Inc,8126,4.5,3,3,2,44
4170700,41707,Paul Mitchell the School-St Louis,15963,5,3,3,7,140
2056500,20565,Mitchells Hairstyling Academy-Wilson,7748,11.4,3,3,8,70
1260601,12606,Empire Beauty School-Gwinnett,14154,14.1,3,3,242,1707
4125500,41255,Manuel and Theresa's School of Hair Design-Bryan,7345,12.5,3,3,5,40
2554800,25548,Vanguard College of Cosmetology-Slidell,18184,13.5,3,3,28,206
2531800,25318,Paul Mitchell the School-Provo,16055,9.1,4,3,88,957
4203800,42038,Woodruff Medical Training and Testing,17462,19.3,2,3,23,119
4192200,41922,Athena Career Academy,20672,12.9,5,3,22,170
4040300,40403,Compass Career College,18124,0.8,3,3,1,125
3965500,39655,Hair Expressions Academy,14552,11.1,3,3,17,152
3748500,37485,Durham Beauty Academy,25842,9.1,3,3,10,109
826300,8263,Award Beauty School,15096,3.4,3,3,8,231
3766301,37663,Cortiva Institute-New Jersey,18692,19.4,2,3,44,226
3789304,37893,Unitech Training Academy-Lake Charles,22747,18.7,4,3,228,1213
4138400,41384,The Salon Spa Academy,16286,31.5,3,3,12,38
2179600,21796,Empire Beauty School-Somersworth,10452,6.9,3,3,9,129
1246102,12461,Lincoln Technical Institute-Moorestown,25096,8.7,5,3,538,6130
2556800,25568,Paul Mitchell the School-Salt Lake City,17818,17.9,3,3,58,324
2342400,23424,The Academy of Radio and TV Broadcasting,23868,15.8,3,3,10,63
757309,7573,Empire Beauty School-Cherry Hill,15423,15.3,4,3,268,1749
3422303,34223,Milan Institute-Nampa,23710,17.8,5,3,303,1695
730300,7303,Lincoln Technical Institute-New Britain,19784,10.7,5,3,1207,11209
1260606,12606,Empire Beauty School-Avondale,11769,14.1,3,3,242,1707
4150300,41503,RWM Fiber Optics,18057,27.8,3,3,17,61
1054213,10542,Empire Beauty School-Nashville,12656,12.8,3,3,248,1924
1309502,13095,Salon Success Academy-Redlands,11760,16,3,3,45,280
793809,7938,Lincoln Technical Institute-Whitestone,19708,10.8,5,3,771,7110
2559318,25593,United Education Institute-UEI College Stockton,27152,14.3,3,3,350,2440
3030607,30306,Utah College of Massage Therapy-Aurora,20634,20.4,3,3,397,1944
1054202,10542,Empire Beauty School-Augusta,14454,12.8,3,3,248,1924
4204500,42045,Elaine Sterling Institute,29756,15.1,3,3,15,99
4163100,41631,Summit Salon Academy-Gainesville,16828,11.2,3,3,7,62
3555400,35554,Southeastern Institute-Charleston,24325,2.1,5,3,3,138
4160600,41606,Paul Mitchell the School-Normal,18964,7.4,3,3,5,67
3099002,30990,Cortiva Institute-Seattle,20768,14.7,2,3,39,265
2306700,23067,Fort Worth Beauty School,11721,24.3,3,3,27,111
4120300,41203,Health And Style Institute,16340,15.2,4,3,30,197
2180100,21801,Ross Medical Education Center-Madison Heights,17610,22.1,5,3,166,748
4130901,41309,Tricoci University of Beauty Culture-Lafayette,16264,11.5,3,3,20,173
2559309,25593,United Education Institute-Chula Vista,27707,14.3,3,3,350,2440
3276300,32763,Academy of Hair Design-Lufkin,6896,16.3,3,3,17,104
469208,4692,Dorsey Business Schools-Saginaw,26047,23.3,3,3,556,2382
3126300,31263,Aviation Institute of Maintenance-Chesapeake,26655,13.6,11,3,19,139
2554802,25548,Vanguard College of Cosmetology-Metairie,14509,13.5,3,3,28,206
3935300,39353,California Nurses Educational Institute,20423,19.5,4,3,17,87
730306,7303,Lincoln Technical Institute-East Windsor,16474,10.7,5,3,1207,11209
2206300,22063,The Beauty School,16397,11.9,3,3,5,42
2112700,21127,Paul Mitchell the School-North Haven,18417,9.6,3,3,9,93
3490300,34903,Paul Mitchell the School-Chicago,18903,11.6,3,3,40,344
1170702,11707,North-West College-Glendale,21533,3.6,5,3,21,573
1085802,10858,Avalon School of Cosmetology-Layton,12694,18.8,3,3,115,609
4147200,41472,Tricoci University of Beauty Culture-Bridgeview,15481,12,3,3,13,108
4132400,41324,Academy of Esthetics and Cosmetology,11262,6.1,3,3,4,65
751800,7518,Apex Technical School,17979,26.9,3,3,267,989
2533603,25336,Ross Medical Education Center-Niles,18993,22.9,5,3,175,764
2132302,21323,Fortis Institute-Lawrenceville,18507,20,3,3,140,698
2074002,20740,Branford Hall Career Institute-Southington Campus,19216,26.1,3,3,657,2517
821700,8217,Paul Mitchell the School-Green Bay,9951,10.4,3,3,10,96
4221800,42218,Toni & Guy Hairdressing Academy-Manteca,15055,12.5,3,3,7,56
3002000,30020,Hairmasters Institute of Cosmetology,8829,25,3,3,12,48
826301,8263,Chambersburg Beauty School,15979,3.4,3,3,8,231
4183400,41834,The Salon Professional Academy-North Little Rock,11175,1.7,3,3,1,57
1179900,11799,Paul Mitchell the School-Fayetteville,14406,6.8,3,3,28,408
720300,7203,Salon Success Academy-Upland,11462,8.4,3,3,10,118
2525900,25259,Artistic Academy of Hair Design,15256,6.1,3,3,6,97
945915,9459,Empire Beauty School-NW Phoenix,13355,14.2,3,3,267,1875
4148400,41484,European Academy of Cosmetology and Hairdressing,10666,12.7,3,3,7,55
4127500,41275,CDE Career Institute,23704,6.7,3,3,5,74
4179200,41792,Advanced College of Cosmetology,10174,0,3,3,0,34
3371300,33713,Toni & Guy Hairdressing Academy-Plano,15781,7.2,3,3,10,137
2248211,22482,Milan Institute of Cosmetology-El Paso,16821,21.2,3,3,317,1495
4029300,40293,Trendsetters School of Beauty & Barbering,14677,4.7,3,3,4,85
817809,8178,Empire Beauty School-Center City Philadelphia,16393,13.2,3,3,292,2196
3296301,32963,Baltimore School of Massage-York,20475,18.9,2,3,94,496
4136900,41369,University of Aesthetics-Chicago,10064,3.2,3,3,2,62
2100607,21006,Carrington College-Tucson,17385,20.9,5,3,538,2564
825900,8259,Educators of Beauty College of Cosmetology-Sterling,11208,6.5,3,3,6,91
2324500,23245,Michigan College of Beauty-Monroe,9567,3.6,3,3,4,109
2079411,20794,Empire Beauty School-Speedway,14394,13.2,3,3,239,1803
3030600,30306,Utah College of Massage Therapy-Salt Lake City,20862,20.4,3,3,397,1944
817807,8178,Empire Beauty School-Boston,14744,13.2,3,3,292,2196
757312,7573,The Hair Design School-Winston-Salem,13193,15.3,4,3,268,1749
4147300,41473,Tricoci University of Beauty Culture-Glendale Heights,15320,19.2,3,3,31,161
2160901,21609,PCI Academy-Plymouth,13347,10.3,4,3,13,126
1192100,11921,Westchester School of Beauty Culture,11621,3.5,3,3,2,57
2079415,20794,Empire Beauty School-Bordentown,14079,13.2,3,3,239,1803
966410,9664,Empire Beauty School-West Palm,12800,12.5,3,3,206,1647
2316600,23166,Connecticut Center for Massage Therapy-Newington,20345,14,2,3,38,271
469205,4692,Dorsey Business Schools-Farmington Hills,26296,23.3,3,3,556,2382
3519300,35193,Missouri College of Cosmetology North,8065,6.4,3,3,5,78
817806,8178,Empire Beauty School-Lebanon,15290,13.2,3,3,292,2196
2553600,25536,Diversified Vocational College,12795,11.5,3,3,9,78
4197500,41975,University Academy of Hair Design,9333,15.9,3,3,11,69
4125400,41254,Paul Mitchell the School-Austin,15521,10.7,3,3,12,112
3903400,39034,American Beauty School,8248,8,3,3,12,149
4195100,41951,Ambiance Beauty & Barber Academy Inc,18561,38.9,3,3,23,59
3128101,31281,The College of Health Care Professions-Southwest Houston,23486,13.4,6,3,168,1251
966402,9664,Empire Beauty School-Glen Burnie,13709,12.5,3,3,206,1647
2495000,24950,Robert Paul Academy of Cosmetology Arts & Sciences,17596,0,3,3,0,31
3746400,37464,Southeastern Institute-Columbia,25350,9.8,5,3,16,162
4141000,41410,Aveda Institute-Chicago,20588,19.7,3,3,32,162
1260602,12606,Empire Beauty School-Kennesaw,14218,14.1,3,3,242,1707
4178200,41782,Vogue College of Cosmetology-San Antonio Fredericksburg,12957,7.7,3,3,6,77
2099705,20997,Ross Medical Education Center-Canton,19274,24.4,5,3,297,1217
1246114,12461,Lincoln Technical Institute-Lowell,16162,8.7,5,3,538,6130
3490302,34903,Paul Mitchell the School-Lombard,15208,11.6,3,3,40,344
3368300,33683,Midwest Technical Institute-Springfield,19396,15,4,3,376,2499
2132300,21323,Fortis Institute-Wayne,20142,20,3,3,140,698
1246116,12461,Lincoln Technical Institute-Lincoln,24214,8.7,5,3,538,6130
3789300,37893,Unitech Training Academy-Lafayette,21664,18.7,4,3,228,1213
4003300,40033,Blake Austin College,23385,10.7,5,3,25,233
4165900,41659,Paul Mitchell the School-Fresno,13462,15,3,3,24,160
4129900,41299,Florida School of Massage,15487,29.8,2,3,26,87
3422304,34223,Milan Institute-Las Vegas,20716,17.8,5,3,303,1695
4177700,41777,Tri-State Institute of Hair Design,13870,24.2,3,3,8,33
3645400,36454,Rudy & Kelly Academy-A Paul Mitchell Partner School,11807,1.3,3,3,2,143
3030603,30306,Utah College of Massage Therapy-Vegas,19286,20.4,3,3,397,1944
3588300,35883,Irene's Myomassology Institute,28335,16.3,2,3,26,159
3816301,38163,Artistic Nails and Beauty Academy-Lakeland,11846,10,3,3,25,249
3116100,31161,Vogue Beauty and Barber School,17189,16.4,3,3,16,97
1174400,11744,National Beauty College,12249,19.6,3,3,11,56
1301601,13016,Ogle School Hair Skin Nails-San Antonio,22364,16.3,3,3,80,488
3969600,39696,UEI College-Gardena,24819,16.1,3,3,189,1173
4206800,42068,Advance Beauty Techs Academy,13108,40.4,3,3,19,47
945900,9459,Empire Beauty School-Maine,13362,14.2,3,3,267,1875
1287200,12872,North-West College-Pomona,22047,5.7,4,3,38,661
864500,8645,Empire Beauty School-Laconia,12506,6.9,3,3,10,143
4149200,41492,Paul Mitchell the School-Birmingham,17490,11.8,3,3,13,110
4140900,41409,International Cosmetology Academy,15151,32.6,3,3,15,46
4178700,41787,Atelier Esthetique Institute of Esthetics,11904,12,3,3,15,125
4174000,41740,Skin Institute,13206,7.1,2,3,3,42
945909,9459,Empire Beauty School-Concord,14079,14.2,3,3,267,1875
2317300,23173,Tricoci University of Beauty Culture-Danville,11583,9.6,3,3,5,52
2548500,25485,Cosmetology Training Center,10484,6,3,3,3,50
469206,4692,Dorsey Business Schools-Roseville Culinary Academy,28328,23.3,3,3,556,2382
757301,7573,Empire Beauty School-Paramus,12502,15.3,4,3,268,1749
4228100,42281,High Desert Medical College,24526,4,4,3,5,124
1260603,12606,Empire Beauty School-Bloomington,12638,14.1,3,3,242,1707
2558703,25587,Prism Career Institute-Cherry Hill,28000,21.7,3,3,90,413
469201,4692,Dorsey Business Schools-Wayne,23485,23.3,3,3,556,2382
752205,7522,Continental School of Beauty Culture-Mattydale,15374,4.9,3,3,27,541
2104403,21044,Spa Tech Institute-Westboro,14889,2.3,3,3,8,344
2556100,25561,ETI School of Skilled Trades,26972,8.6,3,3,26,299
3727500,37275,Moore Career College,8544,5.8,3,3,2,34
2173205,21732,Empire Beauty School-Savannah,14420,13.6,4,3,217,1593
3985300,39853,CDA Technical Institute,28385,8.4,2,3,34,403
1054206,10542,Empire Beauty School-Richmond,14537,12.8,3,3,248,1924
2559304,25593,United Education Institute-Ontario,24732,14.3,3,3,350,2440
3816300,38163,Artistic Nails and Beauty Academy-Tampa,11070,10,3,3,25,249
757307,7573,Empire Beauty School-Warminster,14993,15.3,4,3,268,1749
3030604,30306,Utah College of Massage Therapy-Tempe,21025,20.4,3,3,397,1944
2586900,25869,Harris School of Business-Voorhees Campus,18696,28.1,3,3,179,635
2290400,22904,Altoona Beauty School Inc,17243,9.6,3,3,6,62
2568100,25681,Texas Barber College,8551,19.5,3,3,95,487
3557300,35573,North Florida Cosmetology Institute Inc,19567,10.6,3,3,14,131
817805,8178,Empire Beauty School-North Hills,14777,13.2,3,3,292,2196
1054200,10542,Empire Beauty School-Wyoming Valley,13901,12.8,3,3,248,1924
3661400,36614,South Florida Institute of Technology,8513,17.5,3,3,39,222
3205400,32054,Jolie Hair and Beauty Academy-Ludlow,15221,20.4,3,3,17,83
2079407,20794,Empire Beauty School-NE Philadelphia,15113,13.2,3,3,239,1803
4172700,41727,The Salon Professional Academy-Evansville,8875,7.3,3,3,6,82
945919,9459,Empire Beauty School-Union,15271,14.2,3,3,267,1875
2581100,25811,Claremore Beauty College,5631,29,3,3,9,31
462100,4621,Ayers Career College,22319,8.1,3,3,15,185
818903,8189,Continental School of Beauty Culture-Buffalo,13577,13.1,3,3,32,243
3068202,30682,The Ohio Media School-Columbus,19388,26.7,3,3,102,382
3455700,34557,Cortiva Institute-Chicago,27747,21.8,2,3,98,448
2289701,22897,Jolie Health and Beauty Academy-Turnersville,13828,19.7,3,3,48,243
2209200,22092,Taylortown School of Beauty Inc,15963,22.9,3,3,36,157
2092100,20921,Massachusetts School of Barbering,11672,11.1,3,3,6,54
4038400,40384,Avi Career Training,22684,12.6,3,3,11,87
4153000,41530,Renaissance Academie,14787,24.4,4,3,12,49
966406,9664,Empire Beauty School-West Mifflin,13724,12.5,3,3,206,1647
2600200,26002,Ocean Corporation,24318,9.6,3,3,24,249
2279600,22796,Cortiva Institute-Florida,20193,19,2,3,41,215
3115200,31152,Motoring Technical Training Institute,12847,15,3,3,42,280
469202,4692,Dorsey Business Schools-Madison Heights,24166,23.3,3,3,556,2382
3203300,32033,New York Institute of Massage Inc,20579,7.8,3,3,5,64
3030606,30306,Utah College of Massage Therapy-Westminster,20481,20.4,3,3,397,1944
3789301,37893,Unitech Training Academy-West Monroe,20175,18.7,4,3,228,1213
2074005,20740,Branford Hall Career Institute-Albany Campus,27817,26.1,3,3,657,2517
3224300,32243,New Professions Technical Institute,19669,14,3,3,16,114
2586902,25869,Harris School of Business-Dover Campus,22865,28.1,3,3,179,635
4166900,41669,Cosmetic Arts Institute,19525,23.9,3,3,22,92
2248206,22482,Milan Institute of Cosmetology-Visalia,16198,21.2,3,3,317,1495
3061800,30618,Star College of Cosmetology 2,14052,4.4,3,3,3,67
966409,9664,Empire Beauty School-Lauderhill,14416,12.5,3,3,206,1647
4170600,41706,The Salon Professional Academy-St Charles,12393,9.5,3,3,6,63
4167000,41670,Paul Mitchell the School-Temecula,13632,10.7,3,3,21,196
2124400,21244,University of Spa & Cosmetology Arts,15008,5,3,3,6,120
4127200,41272,Victoria's Academy of Cosmetology,9901,2.7,3,3,2,72
2079410,20794,Empire Beauty School-Hanover,13956,13.2,3,3,239,1803
4184200,41842,Taylor Andrews Academy-St George,9473,14.5,3,3,9,62
3280400,32804,Virginia School of Massage,19812,18,2,3,13,72
2568500,25685,Grabber School of Hair Design,10998,3.8,3,3,4,103
3422302,34223,Milan Institute-Bakersfield,16633,17.8,5,3,303,1695
1246103,12461,Lincoln Technical Institute-Paramus,22180,8.7,5,3,538,6130
2560600,25606,Pinnacle Institute of Cosmetology,13878,6.1,3,3,3,49
2256201,22562,Broken Arrow Beauty College-Tulsa,10041,10.8,3,3,16,148
2623800,26238,Cortiva Institute-Scottsdale,17129,11.1,2,3,7,63
2180110,21801,Ross Medical Education Center-Owensboro,19702,22.1,5,3,166,748
2173202,21732,Empire Beauty School-Rochester,13861,13.6,4,3,217,1593
3296300,32963,Baltimore School of Massage-Linthicum,19296,18.9,2,3,94,496
2074003,20740,Branford Hall Career Institute-Springfield Campus,18840,26.1,3,3,657,2517
825901,8259,Educators of Beauty College of Cosmetology-Rockford,11126,6.5,3,3,6,91
4115300,41153,Coachella Valley Beauty College,8755,23.2,3,3,13,56
2272400,22724,Eastern College of Health Vocations-Little Rock,12603,20.7,2,3,118,569
3356300,33563,Medical Training College,17913,7.7,3,3,16,207
953000,9530,Gerbers Akron Beauty School,8168,31.8,3,3,7,22
